#TYPE System.Management.Automation.PSCustomObject
"Tipo de Equipamento","Patrimonio","Hostname","Fabricante","Modelo","Numero de Serie","Processador","Memoria","HD","SO","Nota FIscal","Data de Compra","Observacao Equipamento","Login","Data Ultimo Login","Matricula","Solicitacao","Site","Nome do Entregador","Data da Entrega","Observacao Vinculo"
"Desktop",,"DT014415","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\ltorre","06/08/2015 19:48:07","","","BV","","",""
"Notebook",,"NB022108","LENOVO","3254H4P","R7009AF","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\rsekine","06/08/2015 20:26:32","","","BV","","",""
"Notebook",,"NB016642E","LENOVO","3254E4P","R70012G","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\fjusto","06/08/2015 19:43:35","","","BV","","",""
"Desktop",,"DT022153","LENOVO","3569A8P","L1CBBH4","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\davelar","06/08/2015 20:29:21","","","BV","","",""
"Notebook",,"NB023782","LENOVO","688642P","PEECG12","Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\rosilva","06/08/2015 20:27:04","","","BV","","",""
"Desktop",,"DT014424","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","233GB
","Microsoft Windows 7 Professional ","","","",,,"","","BV","","",""
"Notebook",,"NB018115E","LENOVO","3254E4P","R7003WN","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","439GB
25GB
","Microsoft Windows 7 Professional ","","","","BRQ\ibritto","06/08/2015 20:27:58","","","BV","","",""
"Desktop",,"DT012480","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\apereirasilva","06/08/2015 19:45:27","","","BV","","",""
"Notebook",,"NB023703","LENOVO","3254H4P","R700KKH","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","8GB","446GB
20GB
","Microsoft Windows 7 Professional ","","","","BRQ\thiagoito","06/08/2015 20:15:42","","","BV","","",""
"Desktop",,"DT018222","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNV3","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\eduardopeixoto","06/08/2015 20:37:02","","","BV","","",""
"Notebook",,"NB023785","Insyde","HP Pavilion 14 Notebook PC      ","BRJ4438B5Z","Intel(R) Core(TM) i7-4500U CPU @ 1.80GHz","8GB","531GB
400GB
","Microsoft Windows 7 Professional ","","","","BRQ\abrizzi","06/08/2015 20:36:09","","","BV","","",""
"Desktop",,"DT021035","LENOVO","3569PPP","L1CCL9A","Intel(R) Core(TM) i3-2130 CPU @ 3.40GHz","4GB","449GB
16GB
","Microsoft Windows 7 Professional ","","","","BRQ\frrsantos","06/08/2015 20:17:52","","","BV","","",""
"Desktop",,"DT012094","LENOVO","7848","l1bmxny","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\ppeixoto","06/08/2015 20:26:06","","","BV","","",""
"Desktop",,"DT014599","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","",,,"","","BV","","",""
"Desktop",,"DT017674E","LENOVO","3569A8P","L1CBBR7","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","412GB
49GB
","Microsoft Windows 7 Professional ","","","","BRQ\dtiberio","06/08/2015 19:49:10","","","BV","","",""
"Desktop",,"DT021036","LENOVO","3569PPP","L1CCL7M","Intel(R) Core(TM) i3-2130 CPU @ 3.40GHz","4GB","449GB
16GB
","Microsoft Windows 7 Professional ","","","","BRQ\mjsoares","06/08/2015 20:29:10","","","BV","","",""
"Desktop",,"DT017681E","LENOVO","3569A8P","L1CBG70","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","449GB
16GB
","Microsoft Windows 7 Professional ","","","","BRQ\andreiwazaki","06/08/2015 20:40:17","","","BV","","",""
"Desktop",,"DT018229-","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNTB","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","289GB
9GB
","Microsoft Windows 7 Professional ","","","","BRQ\vnsilva","06/08/2015 20:41:48","","","BV","","",""
"Desktop",,"DT022131","LENOVO","3569A8P","L1CBBLD","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\hdoliveira","06/08/2015 20:18:51","","","BV","","",""
"Notebook",,"NB016657E","LENOVO","3254E4P","R7001EE","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\rcfogaca","06/08/2015 20:34:12","","","BV","","",""
"Desktop",,"DT018032E","LENOVO","3569PPP","L1CCK5P","Intel(R) Core(TM) i3-2130 CPU @ 3.40GHz","4GB","449GB
16GB
","Microsoft Windows 7 Professional ","","","","BRQ\fneto_pvila","06/08/2015 20:41:37","","","BV","","",""
"Desktop",,"DT017774E","LENOVO","3569A8P","L1CBG7K","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","6GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\fabianosilva","06/08/2015 20:12:10","","","BV","","",""
"Notebook",,"NB022114","LENOVO","3254H4P","R7009AT","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\ddpereira","06/08/2015 19:59:08","","","BV","","",""
"Desktop",,"NT020140","Hewlett-Packard","HP 430 Notebook PC              ","BRG219F04H","Intel(R) Core(TM) i3-2310M CPU @ 2.10GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\ensilva","06/08/2015 20:35:08","","","BV","","",""
"Desktop",,"DT011405","LENOVO","7848","l1bl9k9","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\dflopes","06/08/2015 20:32:05","","","BV","","",""
"Notebook",,"NB017270","LENOVO","0913                            ","3000327907465","Intel(R) Core(TM) i3 CPU       M 380  @ 2.53GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\giseleleite","06/08/2015 20:36:46","","","BV","","",""
"Notebook",,"NB016695E","LENOVO","3254E4P","R7001CR","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\tnlima","06/08/2015 20:47:10","","","BV","","",""
"Desktop",,"DT018227","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNS6","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\gdarlan","06/08/2015 17:52:52","","","BV","","",""
"Notebook",,"NB022112","LENOVO","3254H4P","R700ACT","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\felipemagalhaes","06/08/2015 20:54:30","","","BV","","",""
"Desktop",,"DT018210","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNR7","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\aclaudiosilva","06/08/2015 20:28:33","","","BV","","",""
"Notebook",,"NB018106E","LENOVO","3254E4P","R7003ND","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","439GB
25GB
","Microsoft Windows 7 Professional ","","","","BRQ\mpjunior","06/08/2015 20:45:05","","","BV","","",""
"Desktop",,"DT012353","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\maxalves","06/08/2015 20:35:38","","","BV","","",""
"Notebook",,"NB018103E","LENOVO","3254E4P","R7003F7","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","88GB
25GB
351GB
","Microsoft Windows 7 Professional ","","","","BRQ\ulysses","06/08/2015 20:28:07","","","BV","","",""
"Desktop",,"DT022151","LENOVO","3569A8P","L1CBG3Z","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\vmedici","06/08/2015 20:07:25","","","BV","","",""
"Notebook",,"NB0020120","LENOVO","1141EJP","L1C7918","Intel(R) Core(TM) i5-2430M CPU @ 2.40GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\renato","06/08/2015 20:50:08","","","BV","","",""
"Notebook",,"NB020082","LENOVO","057938P","R6C4686","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","270GB
195GB
","Microsoft Windows 7 Professional ","","","","BRQ\mrtavares","06/08/2015 20:42:10","","","BV","","",""
"Desktop",,"DT018247","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNPT","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\emmanuel","06/08/2015 19:23:56","","","BV","","",""
"Notebook",,"NB023609","LENOVO","3254H4P","R701P7H","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","6GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\brunovsilva","06/08/2015 20:42:53","","","BV","","",""
"Notebook",,"NB022090","LENOVO","3254H4P","R7009AR","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\smanzuti","06/08/2015 20:59:25","","","BV","","",""
"Notebook",,"NB019789","LENOVO","057938P","R6B5685","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\alinealmeida","06/08/2015 20:33:11","","","BV","","",""
"Desktop",,"DT017713E","LENOVO","3569A8P","L1CBBP9","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","6GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\luansoares","06/08/2015 20:45:16","","","BV","","",""
"Notebook",,"NB022156","LENOVO","3569A8P","L1CBBHA","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\bpalaria","06/08/2015 20:25:11","","","BV","","",""
"Desktop",,"DT016321","LENOVO","7099A5P","L1BWWAX","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows XP Professional","","","","BRQ\RDSOLIVEIRA","06/08/2015 20:30:14","","","BV","","",""
"Desktop",,"DT011365","LENOVO","7848","l1bl9b4","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows XP Professional","","","","BRQ\CASANTOS","06/08/2015 19:57:10","","","BV","","",""
"Notebook",,"NB020156","Hewlett-Packard","HP 430 Notebook PC              ","BRG220F9GX","Intel(R) Core(TM) i3-2310M CPU @ 2.10GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\marai","06/08/2015 20:55:28","","","BV","","",""
"Desktop",,"DT021019","LENOVO","3569PPP","L1CCK2L","Intel(R) Core(TM) i3-2130 CPU @ 3.40GHz","4GB","449GB
16GB
","Microsoft Windows 7 Professional ","","","","BRQ\josevalter","06/08/2015 21:04:22","","","BV","","",""
"Notebook",,"NB017271","LENOVO","0913                            ","3000316801927","Intel(R) Core(TM) i3 CPU       M 380  @ 2.53GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\fernandacardoso","06/08/2015 20:13:25","","","BV","","",""
"Desktop",,"DT022055","LENOVO","3569A8P","L1CBG89","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\smpaes","06/08/2015 20:58:17","","","BV","","",""
"Notebook",,"NB018155E","LENOVO","3254E4P","R7003YV","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\ljorge","06/08/2015 20:14:41","","","BV","","",""
"Desktop",,"DT012472","LENOVO","IPM31","123456789","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","","BRQ\MICHIYAMA","06/08/2015 21:07:28","","","BV","","",""
"Desktop",,"DT022283","LENOVO","3569A8P","L1CBG30","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","412GB
49GB
","Microsoft Windows 7 Professional ","","","","BRQ\mabrinstein","06/08/2015 20:55:05","","","BV","","",""
"Notebook",,"NB017562","LENOVO","057938P","R6C4592","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\luizhenriquesilva","06/08/2015 21:09:36","","","BV","","",""
"Desktop",,"DT012051","LENOVO","7848","l1bm9mt","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows XP Professional","","","","BRQ\ALEXGIOVANNI","06/08/2015 20:13:04","","","BV","","",""
"Desktop",,"DT015227","LENOVO","7848","l1bp9ad","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\avaraujo","06/08/2015 20:44:44","","","BV","","",""
"Notebook",,"NB023792","Insyde","HP Pavilion 14 Notebook PC      ","BRJ446BS2K","Intel(R) Core(TM) i7-4510U CPU @ 2.00GHz","16GB","931GB
","Microsoft Windows 8.1 Pro","","","","BRQ\edleson","06/08/2015 21:10:58","","","BV","","",""
"Notebook",,"NB018177E","LENOVO","3254E4P","R7003T2","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","6GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\ftakao","06/08/2015 21:09:47","","","BV","","",""
"Desktop",,"DT018289","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNST","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\pneto","06/08/2015 20:33:55","","","BV","","",""
"Notebook",,"NB012377","LENOVO","7848","l1blxl9","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\rrolim","06/08/2015 20:57:21","","","BV","","",""
"Desktop",,"DT021022","LENOVO","3569PPP","L1CCK26","Intel(R) Core(TM) i3-2130 CPU @ 3.40GHz","4GB","449GB
16GB
","Microsoft Windows 7 Professional ","","","","BRQ\jhsoares","06/08/2015 19:56:50","","","BV","","",""
"Desktop",,"DT021020","LENOVO","3569PPP","L1CCK3Z","Intel(R) Core(TM) i3-2130 CPU @ 3.40GHz","4GB","449GB
16GB
","Microsoft Windows 7 Professional ","","","","BRQ\claudirsouza","06/08/2015 20:46:11","","","BV","","",""
"Notebook",,"NB017292","LENOVO","0913                            ","3100297202664","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","3GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\ffilsali","06/08/2015 21:16:49","","","BV","","",""
"Notebook",,"NB023720","LENOVO","62772E9","PEETD70","Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\mslima","06/08/2015 21:02:19","","","BV","","",""
"Desktop",,"DT017718E","LENOVO","3569A8P","L1CBG92","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","412GB
49GB
","Microsoft Windows 7 Professional ","","","","BRQ\rafaelsakai","06/08/2015 21:12:00","","","BV","","",""
"Notebook",,"NB018125E","LENOVO","3254E4P","R7003YF","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\lasantos","06/08/2015 21:20:27","","","BV","","",""
"Desktop",,"DT015829","LENOVO","7848","l1bt82p","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","233GB
","Microsoft Windows 7 Professional ","","","",,,"","","BV","","",""
"Desktop",,"DT017669E","LENOVO","3569A8P","L1CBBN7","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","412GB
49GB
","Microsoft Windows 7 Professional ","","","","BRQ\emferreira","06/08/2015 21:20:10","","","BV","","",""
"Desktop",,"DT018590","LENOVO","1577K1P","L1C99RG","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","3GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\rsilvaferreira","06/08/2015 21:05:24","","","BV","","",""
"Notebook",,"NB022089","LENOVO","3254H4P","R7009D3","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\rodrigopsilva","06/08/2015 20:50:29","","","BV","","",""
"Notebook",,"NB022180","LENOVO","3254H4P","R7008VT","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\viniciusmartins","06/08/2015 21:23:50","","","BV","","",""
"Desktop",,"DT015824","LENOVO","7848","l1bp99w","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\thiagomoura","06/08/2015 21:27:17","","","BV","","",""
"Notebook",,"NB019765","LENOVO","057938P","R6B5732","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\gvtorre","06/08/2015 21:16:22","","","BV","","",""
"Notebook",,"NB020155","Hewlett-Packard","HP 430 Notebook PC              ","BRG220FBM0","Intel(R) Core(TM) i3-2310M CPU @ 2.10GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\lincongiro","06/08/2015 21:32:36","","","BV","","",""
"Notebook",,"NB011435","Hewlett-Packard","Compaq 510","BRG012FF1M","Intel(R) Core(TM)2 Duo CPU     T5870  @ 2.00GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\cguarnelli","06/08/2015 21:12:24","","","BV","","",""
"Desktop",,"DTSP024453","LENOVO","2124AAP","PE69253","Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz","4GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\fanny","06/08/2015 21:06:56","","","BV","","",""
"Notebook",,"NB015753","Hewlett-Packard","HP 420","BRG041FWMP","Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\thfranco","06/08/2015 21:34:06","","","BV","","",""
